Carspaces,Bathrooms,Bedrooms,Address,Price,Type,Date_time,Date,Area,Name
2,,2,"25/41-45 Harrow Street, Box Hill","$550,000 - $590,000",Apartment,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,100m²,Alvin Lam
1,1,1,"3-2A/20A Walker Street, Northcote",,Apartment,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,George Antonopoulos
1,2,2,"203/729 Burwood Road, Hawthorn East","$540,000 - $570,000",Apartment,,,91m²,Edmond Leung
,,,,,,,,,
2,2,2,"307/17 Lynch Street, Hawthorn","$585,000",Apartment,Inspection Sat 20 Sep 9:00 am,Inspection Sat 20 Sep,,David Ferro
1,1,1,"407/17 Robbs Parade, Northcote","$410,000 - $450,000",Apartment,,,,Angelo Bafunno
2,2,4,"1/16 Jervis Street, Camberwell","$1,550,000 - $1,690,000",Townhouse,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,187m²,Victoria Kwok
1,2,2,"309/55 Camberwell Road, Hawthorn East","$860,000 - $890,000",Apartment,,,,Nora Li
1,2,2,"1903/850 Whitehorse Road, Box Hill","$558,000 - $588,000",Apartment,,,,Richard Zhang
,,,,,,,,,
1,1,2,"203/8-12 Queens Avenue, Hawthorn","$480,000 - $525,000",Apartment,,,,Lili Read
,,,,,,,,,
4,1,3,"32 Bursaria Crescent, Frankston North","$695,000 - $760,000",House,,,606m²,Penella Bozunovic
1,1,1,"704d/615 Victoria Street, Abbotsford",,Apartment,,,,Paul Sidana
2,2,4,"88A Bastings Street, Northcote",,Townhouse,,,,George Antonopoulos
2,3,4,"12 Wales Street, Northcote",,House,Inspection Thu 18 Sep 5:30 pm,Inspection Thu 18 Sep,,Sam Rigopoulos
,,,,,,,,,
2,3,4,"3/16 Hiddleston Avenue, Box Hill South",,Townhouse,,,,Juliette Zhou
1,1,3,"11 Stricta Court, Frankston North","$610,000 - $660,000",House,Inspection Wed 17 Sep 2:00 pm,Inspection Wed 17 Sep,602m²,Mark Burke
1,1,2,"58A Aylmer Street, Balwyn North","Auction this Sat @ 1PM | $1,200,000 - $1,300,000",House,Inspection Thu 18 Sep 5:30 pm,Inspection Thu 18 Sep,438m²,James Lewis
1,1,2,"206/20 Camberwell Road, Hawthorn East",,Apartment,,,,Charlie Richardson
2,2,2,"12/45 Church Street, Hawthorn","$639,000.00 to $679,000.00",Apartment,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,,Toni El-Helou
,,,,,,,,,
2,2,2,"366 Tooronga Road, Hawthorn East","$2,500,000-$2,600,000",House,,,840m²,Alan Wang
2,1,3,"Address available on request, Box Hill",,House,,,557m²,Eric Li
2,2,3,"43 Elliott Avenue, Balwyn","$2,550,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Leo Xu
5,7,5,"46 Chaucer Crescent, Canterbury",,House,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,870m²,Sophie Su
2,3,3,"3211/545 Station Street, Box Hill",,Apartment,,,174m²,Rachel Cao
,,,,,,,,,
1,2,2,"7/10 Newburgh Place, Hawthorn",,Apartment,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Michael Torcasio
2,6,6,"3 Corby Street, Balwyn North",,House,Inspection Thu 18 Sep 1:15 pm,Inspection Thu 18 Sep,676m²,Helen Yan
2,2,3,"109/37 Mills Boulevard, Alphington","$1,290,000 - $1,360,000",Apartment,Inspection Sat 20 Sep 1:45 pm,Inspection Sat 20 Sep,136m²,Malinda Martin
1,1,4,"10 Willowbank Grove, Ivanhoe","$1,850,000-$1,950,000",House,Inspection Thu 18 Sep 12:45 pm,Inspection Thu 18 Sep,"1,283m²",Gordon Hope
1,1,2,"109 Burnley Street, Richmond",Private Sale $1.085m,House,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,166m²,Julie Taylor
,,,,,,,,,
2,1,2,"111 Burnley Street, Richmond",Private Sale $1.085m,House,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,176m²,Julie Taylor
2,1,2,"113 Burnley Street, Richmond",Private Sale $1.085m,House,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,176m²,Julie Taylor
1,1,1,"422/443 Upper Heidelberg Road, Ivanhoe","$390,000 - $415,000",Apartment,,,71m²,Josh Saunders
1,1,2,"6 Berry Street, Richmond","$950,000",House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Charlie Richardson
2,,4,"56 Eley Road, Burwood East","$1,885,000",House,,,448m²,Koning Zheng
,,,,,,,,,
2,4,4,"2 The Close, Mount Waverley",,House,,,991m²,Zachary Zhang
,,,,,,,,,
1,2,2,"36 Prospect Street, Box Hill","$600,000",Apartment,,,,Justin Jiang
1,,1,"609/8 Howard Street, Richmond",,Apartment,,,63m²,Alex Wright
3,,4,"1,2/1689 Malvern Road, Glen Iris",,Townhouse,,,,Ellie Gong
2,3,3,"2/91 Eley Road, Box Hill South",MWSC & NO BODY CORP | $950K - $1.045M,Townhouse,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,,Howard Li
,,,,,,,,,
1,1,2,"10/1544 Malvern Road, Glen Iris","$580,000 - $630,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Liam Burke
2,4,4,"3/829 High Street, Kew East",,Apartment,,,,Chris Kavadis
1,1,2,"102/21 Mills Boulevard, Alphington","NEW PRICE $485,000 - $530,000",Apartment,,,,Andrew Wu
2,3,4,"1,2,3,4,6,7 & 8/124- Huntingdale Road, Mount Waverley",,Townhouse,,,,Jerry Lin
3,,4,"58 Christmas Street, Northcote","$4,150,000",House,Inspection Thu 18 Sep 6:00 pm,Inspection Thu 18 Sep,,Sam Rigopoulos
,,,,,,,,,
2,2,2,"213/102 Camberwell Road, Hawthorn East","$675,000",Apartment,Inspection Thu 18 Sep 2:00 pm,Inspection Thu 18 Sep,,Charlie Richardson
2,1,3,"14 Miller Crescent, Mount Waverley",,House,,,727m²,Courtney Matthews
2,3,3,"88 Bastings Street, Northcote",,Townhouse,,,,George Antonopoulos
2,2,4,"16 Glendowan Road, Mount Waverley","$1,880,000",House,,,719m²,Jared Wei
2,2,2,"407/11 David Street, Richmond",,Apartment,Inspection Wed 17 Sep 2:00 pm,Inspection Wed 17 Sep,110m²,Fedja Bilic
,,,,,,,,,
2,2,4,"402 Barkers Road, Hawthorn East","Contact Agent | $2,100,000-$2,300,000",House,,,731m²,Gareth Apswoude
5,,5,"39A Thoresby Grove, Ivanhoe","$4,500,000-$4,950,000",House,Inspection Wed 17 Sep 2:30 pm,Inspection Wed 17 Sep,625m²,Damien Carter
2,2,4,"10 Glendale Street, Surrey Hills","$1,850,000 - $1,950,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,763m²,Julian Papas
2,2,3,"4/97 Bulleen Road, Balwyn North","$920,000",Apartment,,,,John Konidaris
1,1,1,"Address available on request, Richmond",,Apartment,,,,Julie Zhang
,,,,,,,,,
1,1,1,"7/14 Osborne Avenue, Glen Iris","$350,000 - $380,000",Apartment,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Jay Price
2,,2,"411/33 Harrow Street, Box Hill",,Apartment,,,69m²,Tony Huang
1,2,2,"2607/3 Young Street, Box Hill","NEW PRICE $540,000 - $555,000",Apartment,,,74m²,Max Pang
,,171m²,"1 Southseas Place, Patterson Lakes",,Residential land,,,171m²,Peter Liu
2,2,4,"11 Kingsley Grove, Mount Waverley","$1,450,000",House,,,727m²,Eric Shan
,,,,,,,,,
2,3,4,"2, 3/35 Simpsons Road, Box Hill",,Townhouse,,,,Jack Zhang
,,,,,,,,,
1,1,1,"304/609 Burwood Road, Hawthorn","$330,000 - $360,000",Apartment,,,43m²,Philip Middlemiss
2,3,4,"19 Yandilla Street, Balwyn",,House,,,,Bei Cheng
,,428m²,"32 Camp Street, Chelsea","$2,400,000 - $2,640,000",Residential land,,,428m²,Garry Donovan
5,3,5,"912 Burke Road, Deepdene","$2,900,000",House,,,975m²,Annabelle Feng
,,,,,,,,,
2,3,4,"1/18 Broughton Road, Surrey Hills",,House,Inspection Thu 18 Sep 4:30 pm,Inspection Thu 18 Sep,,William Shen
,1,1,"703C/609 Victoria Street, Abbotsford","360,000-390,000",Apartment,Inspection Sat 27 Sep 11:00 am,Inspection Sat 27 Sep,,Cactus Li
1,1,2,"204/160 Union Road, Surrey Hills","$530,000",Unit,Inspection Sat 20 Sep 1:00 pm,Inspection Sat 20 Sep,,Spring Chen
2,7,7,"49 Kenny Street, Balwyn North",,House,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,983m²,Leo Xu
2,3,5,"33 Rustic Avenue, Burwood East","$1,500,000 to $1,650,000",House,,,338m²,Connor Sun
,,,,,,,,,
2,,3,"9 Toombah Street, Mount Waverley",,House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,403m²,Calvin Huang
1,1,1,"302/757 Toorak Road, Hawthorn East","$420,000 - $460,000",Apartment,,,,Sean Evans
2,3,3,"3/17 Parring Road, Balwyn","$2,280,000",Townhouse,,,,Sophia Dong
,2,2,"701/9-11 Prospect Street, Box Hill","NEW PRICE $470,000 - $510,000",Apartment,,,,Leo Bi
1,1,2,"104/609 Burwood Road, Hawthorn","$499,000-$548,000",Apartment,,,,Andy Su
,,,,,,,,,
,1,2,"109B Emmaline Street, Northcote","Private Sale $749,000",Townhouse,,,,Tom Alexiadis
1,1,2,"275 St Georges Road, Northcote","PRIVATE SALE: $540,000 - $590,000",Other,,,,Isaac Katsouranis
7,4,5,"294 Riversdale Road, Hawthorn East","$2,595,000",House,Inspection Thu 18 Sep 1:30 pm,Inspection Thu 18 Sep,750m²,Peter Vigano
4,4,4,"3/84 Balwyn Road, Balwyn","$3,650,000",Townhouse,,,,Aaron Zhao
2,3,5,"34A Corhampton Road, Balwyn North",,House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Leo Xu
,,,,,,,,,
1,2,2,"511a/125 Bell Street, Ivanhoe",THE DEAL: $700K - $750K,Apartment,,,,Vincent Silvestro
1,2,2,"604/1 Westley Avenue, Ivanhoe","$685,000 - $750,000",Apartment,,,95m²,Claudio Zanelli
3,2,3,"212/4 Acacia Place, Abbotsford","$1,550,000",Apartment,,,,Mike Beardsley
1,1,1,"G03/5 Flockhart Street, Abbotsford","$370,000-$407,000",Apartment,Inspection Wed 17 Sep 2:00 pm,Inspection Wed 17 Sep,,Aaron Tan
2,2,2,"1/11A Marquis Street, Ashburton",,Townhouse,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Will Anderson
,,,,,,,,,
,,903m²,"55 Thoresby Grove, Ivanhoe","EOI $1,900,000 - $2,090,000",Residential land,,,903m²,Matthew Treacy
,,,,,,,,,
1,2,2,"306/6 Acacia Place, Abbotsford","PRIVATE SALE: $625,000 - $645,000",Apartment,,,,Peter Daicos
3,6,5,"93 Bulleen Road, Balwyn North","$4,450,000",House,,,697m²,Robert Le
2,1,3,"275 Blackburn Road, Blackburn South","Accepting Offers $1,050,000",House,Inspection Thu 18 Sep 3:30 pm,Inspection Thu 18 Sep,586m²,Tabinda Naaz
1,,1,"2403C/851 Whitehorse Road, Box Hill","$398,000 - $438,000 Offers Invited",Apartment,,,60m²,Ritesh Patel
,,,,,,,,,
,1,1,"1508/11 Prospect Street, Box Hill","$390,000-$425,000",Apartment,,,,Andy Yuan
,1,1,"125/6 Acacia Place, Abbotsford","$380,000 - $410,000",Apartment,,,,Zole Elali
2,2,3,"383A Burke Road, Glen Iris","$1,500,000 - $1,550,000",House,,,,Agustin Falk
5,,5,"7A Highbury Street, Balwyn North","Private Sale | $4,500,000 - $4,900,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,621.2m²,Jack Zhang
1,1,1,"10 Harold Street & 55,57-59 High Street Road, Ashwood","$6,500,000 to $7,000,000",House,,,"3,205m²",Ellie Gong
,,,,,,,,,
3,2,3,"10 Huckerby Street, Richmond","$1,700,000",House,,,,Daniel Atsis
,1,4,"10 Bendigo Street, Richmond",Private Sale $1.95m,House,Inspection Sat 20 Sep 9:15 am,Inspection Sat 20 Sep,259m²,Edward Hobbs
2,1,2,"1/22 Broadway, Bonbeach","$690,000 - $740,000",Unit,,,,Luke Howard
1,1,1,"608/10 Trenerry Crescent, Abbotsford","$410,000 to $415,000",Apartment,,,,Joe Bonifazio
2,2,3,"6 Ferrier Grove, Bonbeach","$950,000-$1,045,000",Townhouse,Inspection Sat 20 Sep 1:30 pm,Inspection Sat 20 Sep,,Levi Burns
,,,,,,,,,
1,2,3,"2101/3 Young Street, Box Hill","$625,000-$650,000",Apartment,Inspection tomorrow 3:00 pm,Inspection tomorrow,,Nick Tang
5,8,12,"282 Warrigal Road, Glen Iris",,House,,,,Chris Zhang
2,3,4,"2/2 Iona Court, Mount Waverley",,Townhouse,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,,Wilson Shi
2,2,3,"104/1059-1061 Toorak Road, Camberwell",,Apartment,,,,Sara Pedram
1,2,2,"201/1059-1061 Toorak Road, Camberwell",,Apartment,,,,Sara Pedram
,,,,,,,,,
1,1,1,"108/68 Gadd Street, Northcote","Private Sale $379,000",Apartment,,,,Justin Voglis
2,2,4,"3/1025 Riversdale Road, Surrey Hills","$1,450,000",Townhouse,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Spring Chen
1,1,3,"80A Helen Street, Northcote","Private Sale $1,250,000 to $1,290,000",House,,,,Ming Chen
2,3,4,"85 Christmas Street, Northcote","EOI $2,700,000 - $2,900,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,455m²,Anthony De Iesi
2,2,3,"1015/626 Heidelberg Road, Alphington","$1,490,000-$1,530,000",Apartment,,,142.36m²,Corene Chan
,,,,,,,,,
2,2,3,"G12/1559 - 1567 High Street, Glen Iris","$1,091,000 - $1,200,000",Apartment,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,,Nick Walker
,,,,,,,,,
1,1,2,"503/1559 - 1567 High Street, Glen Iris","$673,000 - $725,000",Apartment,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,,Annabelle Feng
2,2,3,"111/1559 - 1567 High Street, Glen Iris","$1,250,000  - $1,375,000",Apartment,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,,Annabelle Feng
1,1,2,"105/160 Union Road, Surrey Hills","$599,000",Apartment,,,,Mary Li
1,2,2,"203/23 Mills Boulevard, Alphington","$599,000 - $630,000",Apartment,Inspection Sat 20 Sep 1:15 pm,Inspection Sat 20 Sep,,Malinda Martin
,,,,,,,,,
6,,6,"13 Hopetoun Avenue, Canterbury","$7,000,000 - 7,500,000",House,Inspection Thu 18 Sep 12:45 pm,Inspection Thu 18 Sep,669m²,Elsa Li
2,2,5,"46 Lisson Grove, Hawthorn","$5,300,000 - $5,600,000",House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,"1,059m²",James Tostevin
1,1,1,"210/631 Victoria Street, Abbotsford","PRIVATE SALE: $500,000 - $550,000",Apartment,,,51m²,Matthew Zagami
3,,4,"4 Kellett Street, Northcote",,House,,,,John Karr
1,2,2,"503/20 Burnley Street, Richmond",,Apartment,,,81m²,Francis Law
,,,,,,,,,
1,1,1,"2/500 Glenferrie Road, Hawthorn","$380,000 - $410,000",Apartment,,,,Diana De Luca
2,3,4,"25 Irymple Avenue, Glen Iris",,House,,,,Mark Wridgway
1,1,2,"2/59-73 Gladesville Boulevard, Patterson Lakes","$450,000 - $490,000",Retirement living,,,,George Begala
2,,2,"44/117 McLeod Road, Patterson Lakes","$695,000 - $750,000",Apartment,Inspection Sat 20 Sep 1:15 pm,Inspection Sat 20 Sep,,Jane Webb
2,3,4,"125 Christmas Street, Fairfield","Private Sale $2,070,000",House,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,,Thomas Hodges
,,,,,,,,,
1,2,2,"316/5  Beavers Road, Northcote","$660,000 to $678,000",Apartment,,,,Joe Bonifazio
1,1,1,"228/1 Acacia Place, Abbotsford","NEW PRICE - $350,000 - $385,000",Apartment,Inspection Wed 17 Sep 1:30 pm,Inspection Wed 17 Sep,,Domenic Zanellini
2,2,3,"3-GK/20A Walker Street, Northcote",,Apartment,Inspection Sat 20 Sep 10:30 am,Inspection Sat 20 Sep,,George Antonopoulos
1,2,2,"1401/9 prospect street, Box Hill",$655000,Apartment,,,,Michael Wu
1,2,2,"910/163 Cremorne Street, Richmond","$698,000",Apartment,Inspection Sat 20 Sep 2:00 pm,Inspection Sat 20 Sep,,Daniel Atsis
,,,,,,,,,
1,2,2,"1904A/845 Whitehorse Road, Box Hill","$580,000 - $638,000",Apartment,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,,Alvin Lam
3,,5,"20 Kinkora Road, Hawthorn","$8,500,000 - $9,000,000",House,,,890m²,Mike Beardsley
2,2,5,"27 Gordon Road, Mount Waverley",,House,,,677m²,Claire Liang
2,,3,"7 Bowen Street, Richmond","$2,800,000 - $3,000,000",House,Inspection tomorrow 1:00 pm,Inspection tomorrow,,Mike Beardsley
2,3,5,"111 Lawrence Road, Mount Waverley",,House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,625m²,Costa Calaitzis
,,,,,,,,,
1,1,2,"323/4 Acacia Place, Abbotsford","NEW PRICE $475,000 - $520,000",Apartment,,,,Leo Bi
,,,,,,,,,
4,,5,"2 Columba Street, Balwyn North","$3,400,000 - $3,600,000",House,Inspection Thu 18 Sep 12:30 pm,Inspection Thu 18 Sep,461m²,Rino Presutto
1,2,2,"811/3 Young Street, Box Hill","$540,000-$590,000",Apartment,Inspection Sat 20 Sep 2:00 pm,Inspection Sat 20 Sep,,Andy Yuan
1,2,2,"101/437 Camberwell Road, Camberwell","$850,000 - $925,000",Apartment,,,,Tim Heavyside
1,1,1,"933/631 Victoria Street, Abbotsford","$569,000",Apartment,Inspection Sat 20 Sep 12:15 pm,Inspection Sat 20 Sep,,Gary Jan
,,,,,,,,,
4,2,4,"41 Curlew Point Dr, Patterson Lakes","Private Sale $2,000,000 - $2,200,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,720m²,Louis Lin
2,2,4,"33 Bedford Street, Box Hill","Auction $1,700,000-$1,800,000",House,Inspection Thu 18 Sep 3:30 pm,Inspection Thu 18 Sep,988m²,Dennis Shi
3,,4,"14 Beachcomber Court, Patterson Lakes","$2,950,000 - $3,245,000",House,,,817m²,Will Pilbeam-Walker
1,2,2,"103C/11 Shamrock Street, Abbotsford","$550,000 - $605,000",Apartment,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,,Joo Ming Lim
1,2,2,"2603/3 Young Street, Box Hill","$550,000 - $590,000",Apartment,,,74m²,AJ Lee Sales Team
,,,,,,,,,
4,2,3,"145 Ivanhoe Parade, Ivanhoe","$1,350,000 to $1,450,000",House,Inspection Wed 17 Sep 12:00 am,Inspection Wed 17 Sep,755m²,Robert Sordello
1,1,1,"106/20 Burnley Street, Richmond","Private Sale $360,000-$375,000",Apartment,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,52.15m²,Steve Harris
2,3,4,"8 Lesay Court, Mount Waverley","$1,350,000 - $1,450,000",House,Inspection tomorrow 2:30 pm,Inspection tomorrow,682m²,Wade Li
4,4,5,"6 Abassia Street, Balwyn North","$3,800,000",House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,697m²,Justin Ding
2,3,4,"2/44 Darbyshire Road, Mount Waverley",,Townhouse,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,208m²,Peter Alamaras
,,,,,,,,,
4,2,5,"2 Sturdee Street, Box Hill",19.8M Frontage | Dual Driveways | Central location,House,,,683m²,Eric Zhang
1,2,2,"809/710 Station Street, Box Hill","$510,000",Apartment,,,,Kelly Sun
1,2,2,"7/310 Station Street, Chelsea","$595,000 - $650,000",Unit,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,,Josh Runatay
,1,2,"41 Little Hoddle Street, Richmond","Expressions of Interest $760,000 - $830,000",Townhouse,Inspection Wed 17 Sep 12:00 pm,Inspection Wed 17 Sep,,Elliot Gill
1,1,2,"3/1045 Whitehorse Road, Box Hill","$488,000 - $536,000",Apartment,,,,Frank Pang
,,,,,,,,,
2,2,3,"2 Kendall Street, Mount Waverley",,House,Inspection Wed 17 Sep 1:00 pm,Inspection Wed 17 Sep,873m²,Vasil Metelovski
,,1,"107/43 Park Street, Hawthorn","$150,000 - $165,000",Studio,,,,Charles Callis
4,3,6,"317 Auburn Road, Hawthorn",,House,Inspection Sat 20 Sep 11:30 am,Inspection Sat 20 Sep,714m²,Lloyd Lawton
2,5,5,"8 St Albans Street, Mount Waverley",,House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,729m²,Eric Li
1,1,2,"6/69 Marshall Street, Ivanhoe","$685,000 - $750,000",Terrace,,,,Dominic Tiong
,,,,,,,,,
2,2,3,"6 Anthony Court, Seaford","$1,164,000 - $1,280,000",House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,631m²,Georgia Ryan
,,,,,,,,,
2,2,3,"1/1610 Malvern Road, Glen Iris",,Townhouse,,,,Jason De Stefano
,2,3,"21 Hull Street, Hawthorn","$1,650,000 - $1,750,000",House,Inspection Thu 18 Sep 12:00 pm,Inspection Thu 18 Sep,,Chris Daly
3,3,5,"138 Greythorn Road, Balwyn North","$2,000,000-$2,200,000",House,,,,Mehmet Atesel
3,5,5,"34 Peate Avenue, Glen Iris",,House,Inspection Thu 18 Sep 3:55 pm,Inspection Thu 18 Sep,503m²,Bei Cheng
,,,,,,,,,
1,2,2,"1707/3 Young Street, Box Hill","$590,000 to $ 630ï¼Œ000",Apartment,,,,John Chen
2,1,2,"156 Ford Street, Ivanhoe","$750,000 - $820,000",House,Inspection Thu 18 Sep 5:00 pm,Inspection Thu 18 Sep,279m²,Gavin Johnston
2,1,4,"25 Grandview Road, Box Hill South","$1,250,000 - $1,350,000",House,Inspection Thu 18 Sep 3:00 pm,Inspection Thu 18 Sep,640m²,Ben Williams
1,2,2,"112/9 Foundation Boulevard, Burwood East","$595,000-$635,000",Apartment,,,,David Zhou
3,2,4,"20 Seaview Court, Chelsea Heights","$1,180,000 - $1,280,000",House,Inspection tomorrow 5:00 pm,Inspection tomorrow,565m²,Lilly Clarke
,,,,,,,,,
1,1,1,"11/19 Park Street, Hawthorn","$350,000 - $380,000",Apartment,Inspection Thu 18 Sep 1:45 pm,Inspection Thu 18 Sep,,George Mitry
1,2,2,"60/72-84 Upper Heidelberg Road, Ivanhoe","$390,000",Serviced apartment,,,80m²,Liz Galea
6,5,5,"153 Balwyn Road, Balwyn",,House,Inspection Thu 18 Sep 1:00 pm,Inspection Thu 18 Sep,724.64m²,Jack Zhang
2,2,3,"5/1789 Malvern Road, Glen Iris","$1,000,000 - $1,100,000",Apartment,,,152m²,Will Bennison
2,2,4,"319 Blackburn Road, Mount Waverley",,House,Inspection Sat 20 Sep 10:00 am,Inspection Sat 20 Sep,"1,093m²",Nuria Jewell
,,,,,,,,,
2,4,7,"432 Mont Albert Road, Box Hill",,House,Inspection Thu 18 Sep 10:00 am,Inspection Thu 18 Sep,604m²,Helen Yan
1,2,2,"406/200 Burwood Road, Hawthorn","$670,000 - $730,000",Apartment,,,,Sam Inan
2,3,5,"3 Love Street, Camberwell","$4,290,000",House,,,,Jason Brinkworth
2,3,4,"31/325 Station Street, Box Hill South","$1,260,000 - $1,386,000",House,Inspection Thu 18 Sep 10:45 am,Inspection Thu 18 Sep,,Helen Yan
2,1,4,"15 Grandview Road, Box Hill South","$1,850,000",House,Inspection Sat 20 Sep 12:30 pm,Inspection Sat 20 Sep,"1,053m²",Ben Williams
,,,,,,,,,
1,1,3,"4/23 Simpsons Road, Box Hill","$780,000 - $850,000",Unit,Inspection tomorrow 3:00 pm,Inspection tomorrow,,Michael Steenhuis
1,2,3,"22 Milroy Crescent, Seaford","$850,000 - $900,000",House,Inspection Wed 17 Sep 5:00 pm,Inspection Wed 17 Sep,530m²,Brad Ryan
1,2,2,"103/358 Canterbury Road, Surrey Hills","$710,000 - $780,000",Apartment,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,,Adele Mirabella
1,2,2,"3LG/13 Acacia Place, Abbotsford","$850,000 - $900,000",Apartment,,,,Daniel Finlayson
2,1,3,"28 Lisson Grove, Hawthorn","$2,200,000 - $2,400,000",House,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Tom Rogan
,,,,,,,,,
1,1,1,"123/347 Camberwell Road, Camberwell","$410,000",Apartment,Inspection Thu 18 Sep 11:00 am,Inspection Thu 18 Sep,,Claudio Perruzza
,,,,,,,,,
3,,4,"16 Albert Street, Northcote","$3,200,000 - $3,400,000",Warehouse,,,,David Sanguinedo
2,2,3,"19 Ironbark Crescent, Ivanhoe","$800,000 - $880,000",Townhouse,,,,Frank Pang
3,,4,"17 Nicholas Street, Ashburton",,House,,,,Tai Menahem
1,2,2,"1401/36 Prospect Street, Box Hill","$697,000",Apartment,,,74m²,Daniel Wang
,,,,,,,,,
3,,5,"34 Coppin Grove, Hawthorn",,House,,,"1,380m²",Robert Le
2,,4,"17A Duncan Avenue, Seaford","1,000,000 - $1,067,000",House,,,602m²,Brooke Wegener
2,2,3,"2/14 Newington Parade, Chelsea","$1,100,000 - $1,200,000",Townhouse,,,,Josh Runatay
2,2,3,"1/4 Kunzea Court, Mount Waverley","$1,480,000 - $1,580,000",Unit,Inspection Thu 18 Sep 5:15 pm,Inspection Thu 18 Sep,381m²,Peter Serafino
2,3,3,"17 Indra Road, Blackburn South","$1,350,000 - $1,485,000",Townhouse,,,,James Hatzolos
,,,,,,,,,
1,1,2,"206/19 Irving Ave, Box Hill","$438,000",Apartment,,,,Tony Kwan
1,2,3,"8/3 Seaford Road, Seaford","$650,000 - $700,000",Unit,Inspection Wed 17 Sep 5:30 pm,Inspection Wed 17 Sep,,Aidan Oke
1,2,3,"4/1 Sadie Street, Mount Waverley",,Townhouse,,,,Tyson Maschler
6,2,3,"701/1 Bent Street, Northcote","$1,430,000",Apartment,,,,Anthony Lapadula
4,2,3,"1303/480 Riversdale Road, Hawthorn East","$1,790,000-$1,890,000",Apartment,,,,Andrew Gibbons
,,,,,,,,,
2,5,5,"10/398 Elgar Road, Box Hill",,Townhouse,Inspection Sat 20 Sep 11:30 am,Inspection Sat 20 Sep,,Cici Chen
2,1,3,"1/42 Linden Avenue, Ivanhoe",,Unit,,,,Paul Carbone
2,2,3,"3/7 Curzon Street, Ivanhoe","$1,250,000 - $1,350,000",Townhouse,Inspection tomorrow 5:30 pm,Inspection tomorrow,225m²,James Goulopoulos
4,2,4,"6 Trainor Place, Burwood East",,House,Inspection Sat 20 Sep 2:30 pm,Inspection Sat 20 Sep,463m²,Katherine Olsen
1,2,2,"3/1 Blantyre Avenue, Chelsea","$630,000 - $690,000",Townhouse,Inspection Wed 17 Sep 6:00 pm,Inspection Wed 17 Sep,,Thomas Larkin
,,,,,,,,,
3,,5,"37 Bolinda Road, Balwyn North","$2,900,000",House,Inspection Sat 20 Sep 11:00 am,Inspection Sat 20 Sep,778m²,Daiman Kane
