web-scraper-order,web-scraper-start-url,pagination-selector,image-src,data,data2,data3,data4,data5,data6,position,position2,data7,position3,data8,price,image2-src,image3-src,name
"1758100761-289","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-4?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100761-290","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-4?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 10:30 am","Inspection tomorrow","5","","House","6","8 McEvoy Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/bac3dec04b5d8adfe7caa0f92272ab9f270d5308fbec9f0b2d7a5ce67d2388ba/main.jpg","Sophie Su"
"1758100761-291","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-4?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","2","2","House","4","66 Somers Street, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/c424a3780bcc763452bc134439816da8ba86dc5b15cbaa549307648971362c54/main.jpg","Hans Liu"
"1758100761-292","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-4?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Thu 9 Oct","5:30 pm","","Inspection tomorrow 10:00 am","Inspection tomorrow","1","1","Apartment","2","2/380 High Street, Kew","$580,000 - $635,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/286fc8dcfa49e4895a5d2905ad2dd15f4abbf9ad18b926cbfe46795f77d84e47/main.jpg","Nick Fletcher"
"1758100761-293","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-4?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","Under offer","","","2","3","House","3","626B Nepean Highway, Carrum","$1,850,000 - $1,980,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/caa6256eaa72885bf1459608b0c9508f4466f9bdf44facbee741a3749c758511/main.jpg","Justin Maher"
"1758100761-294","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-4?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 11:30 am","Inspection tomorrow","4","3","House","3","TH4/4 Barenya Court, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/e457d2c853bd95bbcf52ad2b41af0b648042ae06af62ba24d94a0fa9c56535b8/main.jpg","Scarlett Hang"
"1758100761-295","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-4?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100766-296","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/4e7bd77d046fd1a930d7328ccb62d9174a9b8243321cd9569c75a8b2f42d8242/logo.jpg","•","","","","Inspection tomorrow 12:00 pm","Inspection tomorrow","2","5","House","6","48 Haig Street, Burwood","","https://i2.au.reastatic.net/800x600/f68eb5daa784e107f2370b9721dfda46c93364fb79d53110ed97cdbbb886c2bf/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/bac3dec04b5d8adfe7caa0f92272ab9f270d5308fbec9f0b2d7a5ce67d2388ba/main.jpg","Sophie Su"
"1758100766-297","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100766-298","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/c7e9257fdee3f507d2767c2e3404b419afed985fff8605760b9e66dee6ca728c/logo.jpg","•","","","","Inspection tomorrow 1:00 pm","Inspection tomorrow","2","1","Unit","3","1/389 Burwood Highway, Burwood","$810,000 - $850,000","https://i2.au.reastatic.net/800x600/8c0a741249a3eeecbb74700b4a5e2ae79e12fbd29fc76bb72c6a7cf160a47096/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/3f122e08c3f910cfb4a4f7a3c246a3e65ede3dc81a4be8fa8e00908513c5c407/main.jpg","Yang Jiang"
"1758100766-299","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://i2.au.reastatic.net/340x64/6997197f71d015a9185b57f67c4c94cac36b5074009ffe06c88225b17ebaa288/logo.jpg","•","Auction Thu 25 Sep","6:00 pm","","Inspection tomorrow 2:00 pm","Inspection tomorrow","1","1","Unit","2","5/11 Renown Street, Burwood","$700,000 - $770,000","https://i2.au.reastatic.net/800x600/61150c1c485d5a31df0076c2d7cbc692d6b7d5511756e523fa1bb3faaaa78e6b/image.jpg","https://i2.au.reastatic.net/200x200-crop,gravity=north/b3e3bcbab86bf5a63d1aa87b303fc6a641488b6d443a271d246f5f38d1fb11a7/main.jpg","Mannie Psarakis"
"1758100766-300","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 12:00 pm","Inspection tomorrow","1","1","Apartment","1","G03/77 High Street, Kew","$455,000 - $500,500","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/30e7e8d3c25ea8ae3d20e0acfefb270676b1341c776a1dd2b4e7483fdc7cd543/main.jpg","Sabrina Yue Bu"
"1758100766-301","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","2","Apartment","2","102/112 High Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/45811726ea5e53d6e31e4cffd1de6468fa01ed3a6e1498b2066727ada988e4ca/main.jpg","Jordan Romero"
"1758100766-302","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100766-303","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 12:30 pm","Inspection Sat 20 Sep","1","1","Apartment","2","107/373-377 Burwood Highway, Burwood","$430,000 - $470,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/c5146887e2e77ed245aa967e802b77a84eb0f025387134ac321df7038a54b2f0/main.jpg","Janelle Gu"
"1758100766-304","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 2:00 pm","Inspection tomorrow","3","","House","3","29 Redmond Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/d5fcfbd1a03e043d49505ac8e3ea86a7495066f132c71cba0fcc1d79e85a8036/main.jpg","Jock Langley"
"1758100766-305","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 20 Sep","11:30 am","","Inspection Sat 20 Sep 11:00 am","Inspection Sat 20 Sep","2","1","Unit","2","2/11 Westley Street, Carrum","$680,000 - $730,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/444b14b8f2b879c0458385d69f023c05a1a221f9d5850202e71c24d0f6666dd9/main.jpg","Shane O'Sughrue"
"1758100766-306","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 18 Oct","11:00 am","","Inspection Sat 20 Sep 12:30 pm","Inspection Sat 20 Sep","1","1","House","3","18 Fulton Crescent, Burwood","AUCTION $1,000,000 - $1,100,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/1922454f46cca36c5c13d07f295f281f8679d3decc72e37f6e76948edf631255/main.jpg","Nicholas Richards"
"1758100766-307","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","2","Unit","4","1/1 Peacock Street, Burwood","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/6b31ca1786890267b2156cb457eed604049be2d6ba4859ec9101154bc5078cd3/main.jpg","Tony Che"
"1758100766-308","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100766-309","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","6","3","House","4","5 Bronte Avenue, Burwood","$2,930,000 - $3,223,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/3c3a4886431fcd9d6759d16512d975b678223cb0ab1164fcf31cbfe4cf61ef46/main.jpg","Florence Law"
"1758100766-310","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","","","Residential land","1,795m²","53-55 Station Street, Burwood","$5,800,000 - $6,000,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/75350e5291fad0765c75c1ac49733273f94819c2c13cc9f23afc228230af725c/main.jpg","Sophia Zhu"
"1758100766-311","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection tomorrow 11:45 am","Inspection tomorrow","2","2","Apartment","3","G07/16-18 Fellows Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/4bee91396b34041f403b682b4e6ff904ce6f65d37c490d0795b8daa9ac981551/main.jpg","Daniel Bradd"
"1758100766-312","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 12:00 pm","Inspection Sat 20 Sep","2","1","House","3","6 Eyre Street, Burwood","$1,650,000 - $1,750,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/fe9ac1f57961f6c1ab9b0baadda6057cc0be2321174098792264fde3aa90aeda/main.jpg","Nicole Lismore"
"1758100766-313","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","2","2","Apartment","3","G08/16-18 Fellows Street, Kew","$2,600,000 - $2,850,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/4bee91396b34041f403b682b4e6ff904ce6f65d37c490d0795b8daa9ac981551/main.jpg","Daniel Bradd"
"1758100766-314","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100766-315","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","","","Residential land","673m²","88  Wills  Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/bac3dec04b5d8adfe7caa0f92272ab9f270d5308fbec9f0b2d7a5ce67d2388ba/main.jpg","Sophie Su"
"1758100766-316","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","2","2","Apartment","2","105/16-18 Fellows Street, Kew","$1,750,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/4bee91396b34041f403b682b4e6ff904ce6f65d37c490d0795b8daa9ac981551/main.jpg","Daniel Bradd"
"1758100766-317","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","Inspection Sat 20 Sep 12:00 pm","Inspection Sat 20 Sep","3","","House","4","139 Cotham Road, Kew","$3,500,000 - $3,800,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/53d9a2e26aa84c0fe7edabd9e30966dded30208d755f0e11cb20ce06be886226/main.jpg","Daiman Kane"
"1758100766-318","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 20 Sep","10:00 am","","Inspection Sat 20 Sep 9:30 am","Inspection Sat 20 Sep","3","2","Townhouse","4","1/51 Cobden Street, Kew","$1.7m-$1.8m","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/a661fd6cd9ea1beaabb2413ceabeb747a7864690326f16d22543451609b079e0/main.jpg","Julie Taylor"
"1758100766-319","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 11 Oct","2:30 pm","Added 5 days ago","Inspection tomorrow 12:45 pm","Inspection tomorrow","1","1","Townhouse","2","3/218 Princess Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/48c8f696984bc1813b66697c8f925c1726b10db097eb77553b12c24a2a8a4765/main.jpg","Helen Yan"
"1758100766-320","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","","","","","","","","","","","","","","","",""
"1758100766-321","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","Under offer","","","3","","House","5","25 Wrixon Street, Kew","","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/865f2ac1ed45f022bc66f1940d5021bf0c58c5d5ba1a68ebd9b23907bb653d48/main.jpg","Chris Barrett"
"1758100766-322","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","Auction Sat 20 Sep","11:00 am","","Inspection tomorrow 3:00 pm","Inspection tomorrow","2","1","Unit","2","2/3 Wridgway Avenue, Burwood","$730,000 - $800,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/3bf6c88d545115f932bd54de6e1856592554fe8520cb2530f75b3fccb17e0fd2/main.jpg","Tim Heavyside"
"1758100766-323","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","Added 5 days ago","Inspection tomorrow 11:00 am","Inspection tomorrow","2","2","Apartment","3","107/367 Cotham Road, Kew","$1,700,000 - $1,870,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/62ef140e4699b85ae26049df09c1bdaf68ebd479ca9416370632db06216a64ac/main.jpg","Nick O'Halloran"
"1758100766-324","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-1?includeSurrounding=false&activeSort=relevance&source=refinement","https://www.realestate.com.au/buy/in-kew,+vic+3101%3b+carrum,+vic+3197%3b+burwood,+vic+3125/list-3?includeSurrounding=false&activeSort=relevance","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-f1f1522ca92eb65582e7.svg","•","","","","","","1","1","Apartment","1","101/140 Cotham Road, Kew","$360,000 - $390,000","https://argonaut.au.reastatic.net/resi-property/prod/listing-experience-web/placeholder-d012bfd7d088c7ee475b.svg","https://i2.au.reastatic.net/200x200-crop,gravity=north/fb9febee1a72e20d951151d0accb5d95da5c968b768cf117a96ad82dd99a5fe5/main.jpg","Philip Middlemiss"
